RackID,Community Area,Community Name,TotInstall,Latitude,Longitude
1409,40,Washington Park,1,41.8019,-87.625808
1989,32,Loop,3,41.879382,-87.627517
6379,8,Near North Side,1,41.893974,-87.627945
651,32,Loop,1,41.8781,-87.627495
3058,32,Loop,2,41.8781,-87.627495
5019,32,Loop,2,41.8781,-87.627495
4004,32,Loop,3,41.886752,-87.627907
6162,32,Loop,1,41.886752,-87.627907
2429,32,Loop,2,41.882059,-87.6308
957,32,Loop,1,41.882014,-87.635242
3071,26,West Garfield Park,1,41.880839,-87.727945
6394,32,Loop,1,41.882136,-87.627724
4063,32,Loop,2,41.882023,-87.633753
2559,32,Loop,2,41.881865,-87.629267
2940,28,Near West Side,1,41.881643,-87.647206
3451,32,Loop,1,41.881974,-87.624027
3990,32,Loop,2,41.881969,-87.626054
6398,32,Loop,2,41.881868,-87.636676
4087,32,Loop,2,41.881877,-87.633745
3512,32,Loop,3,41.880644,-87.627934
3716,32,Loop,1,41.878611,-87.629992
3087,27,East Garfield Park,3,41.880745,-87.706283
6370,27,East Garfield Park,1,41.880745,-87.706283
1025,28,Near West Side,1,41.881674,-87.638874
3755,28,Near West Side,1,41.881674,-87.638874
6407,28,Near West Side,1,41.881674,-87.638874
3991,32,Loop,1,41.881482,-87.626258
18,8,Near North Side,1,41.903298,-87.629075
3118,8,Near North Side,1,41.889383,-87.628459
3143,32,Loop,3,41.885892,-87.628341
3153,32,Loop,1,41.885824,-87.624439
4035,8,Near North Side,2,41.900133,-87.624935
5400,25,Austin,2,41.882286,-87.76498
2291,27,East Garfield Park,13,41.881855,-87.715858
5404,27,East Garfield Park,6,41.881855,-87.715858
2365,32,Loop,2,41.883306,-87.63097
2416,32,Loop,2,41.883306,-87.63097
6086,28,Near West Side,4,41.883322,-87.638644
2555,32,Loop,2,41.880652,-87.629441
3167,32,Loop,4,41.88085,-87.61757
3401,32,Loop,2,41.880788,-87.624512
3996,32,Loop,1,41.880641,-87.62628
971,32,Loop,1,41.880514,-87.637106
1537,44,Chatham,1,41.736354,-87.626741
1990,32,Loop,3,41.879484,-87.630868
2608,8,Near North Side,6,41.903993,-87.631607
3016,8,Near North Side,1,41.890936,-87.631276
3158,32,Loop,2,41.885822,-87.631094
3521,32,Loop,2,41.88079,-87.631001
4985,32,Loop,1,41.884539,-87.631022
5105,69,Greater Grand Crossing,1,41.757695,-87.599148
4634,24,West Town,1,41.899386,-87.696928
5870,24,West Town,1,41.899386,-87.696928
2536,8,Near North Side,5,41.900719,-87.630035
5364,24,West Town,1,41.899399,-87.699393
4652,8,Near North Side,2,41.900856,-87.624306
6331,8,Near North Side,1,41.900858,-87.624232
6224,24,West Town,1,41.899422,-87.6982
769,32,Loop,2,41.869902,-87.626045
1302,73,Washington Heights,3,41.698782,-87.647671
4620,6,Lake View,2,41.94737,-87.654465
5121,1,Rogers Park,2,42.003801,-87.657651
6230,28,Near West Side,1,41.883136,-87.652197
5406,6,Lake View,1,41.936331,-87.654096
4111,72,Beverly,1,41.711666,-87.681963
3685,74,Mount Greenwood,1,41.711137,-87.720903
4171,50,Pullman,5,41.712854,-87.59227
5186,50,Pullman,2,41.712854,-87.59227
6125,24,West Town,1,41.899822,-87.667282
5945,24,West Town,1,41.899661,-87.677036
4404,8,Near North Side,2,41.900724,-87.629731
6424,8,Near North Side,0,41.900724,-87.629731
2041,7,Lincoln Park,2,41.917967,-87.653438
4463,8,Near North Side,1,41.910751,-87.65324
3778,6,Lake View,3,41.943397,-87.654252
4044,28,Near West Side,3,41.882961,-87.652195
4180,7,Lincoln Park,2,41.928845,-87.653961
5175,72,Beverly,2,41.7115,-87.67674
4641,24,West Town,2,41.899422,-87.69696
6220,24,West Town,1,41.899526,-87.687101
3267,24,West Town,1,41.899628,-87.681865
4876,24,West Town,1,41.899628,-87.681865
6572,24,West Town,2,41.899628,-87.681865
4657,8,Near North Side,1,41.900937,-87.627408
6293,49,Roseland,1,41.711548,-87.620169
4268,52,East Side,1,41.712353,-87.53545
773,32,Loop,2,41.869905,-87.624293
5108,52,East Side,1,41.712291,-87.535134
4055,7,Lincoln Park,1,41.921553,-87.653795
6461,28,Near West Side,1,41.886609,-87.652556
2314,8,Near North Side,2,41.898203,-87.626094
2636,8,Near North Side,1,41.894021,-87.625241
3148,32,Loop,2,41.885695,-87.624438
4034,8,Near North Side,2,41.899864,-87.624928
3183,32,Loop,1,41.900775,-87.624073
3421,32,Loop,2,41.883379,-87.624059
3987,32,Loop,1,41.883365,-87.626066
4027,32,Loop,3,41.883272,-87.636687
2461,42,Woodlawn,4,41.88082,-87.62064
2553,32,Loop,3,41.88065,-87.629315
3171,32,Loop,1,41.880851,-87.617133
3438,32,Loop,2,41.880788,-87.624191
1538,44,Chatham,1,41.736223,-87.626737
3523,32,Loop,2,41.880587,-87.630998
3732,32,Loop,3,41.884418,-87.631019
4547,69,Greater Grand Crossing,3,41.764225,-87.600166
5867,28,Near West Side,1,41.869599,-87.640936
2321,24,West Town,1,41.896448,-87.653156
3909,51,South Deering,2,41.70838,-87.581455
4138,72,Beverly,1,41.709728,-87.681543
3784,8,Near North Side,3,41.901144,-87.627509
4600,24,West Town,1,41.899727,-87.686742
4132,72,Beverly,1,41.709433,-87.681897
2035,7,Lincoln Park,2,41.917943,-87.65386
6065,7,Lincoln Park,1,41.917943,-87.65386
5273,32,Loop,2,41.869864,-87.624292
6259,6,Lake View,1,41.954337,-87.655139
4901,28,Near West Side,2,41.885415,-87.652705
5933,28,Near West Side,1,41.885415,-87.652705
145,28,Near West Side,2,41.871736,-87.652019
2640,52,East Side,1,41.710922,-87.535094
5852,24,West Town,1,41.900225,-87.667618
6720,24,West Town,1,41.900225,-87.667618
985,8,Near North Side,1,41.900886,-87.630069
5329,6,Lake View,1,41.939724,-87.654727
5860,24,West Town,1,41.899832,-87.696992
4339,28,Near West Side,3,41.869061,-87.658129
703,7,Lincoln Park,1,41.932478,-87.654604
5490,7,Lincoln Park,3,41.932478,-87.654604
310,32,Loop,1,41.883363,-87.626375
4450,52,East Side,2,41.709832,-87.534238
7420,52,East Side,1,41.709948,-87.535365
6066,7,Lincoln Park,3,41.927917,-87.65434
4449,51,South Deering,2,41.709534,-87.566737
7255,3,Uptown,1,41.961609,-87.65537
2468,51,South Deering,1,41.7092,-87.552366
6277,49,Roseland,1,41.7083,-87.61984
5096,52,East Side,1,41.70914,-87.535447
7419,52,East Side,1,41.709081,-87.535447
3270,3,Uptown,1,41.967431,-87.65571
6520,60,Bridgeport,2,41.830539,-87.651757
2313,8,Near North Side,1,41.898205,-87.626014
1041,8,Near North Side,1,41.901406,-87.637471
6091,28,Near West Side,1,41.876708,-87.652787
4032,72,Beverly,1,41.706205,-87.668965
4140,72,Beverly,1,41.706159,-87.681431
4454,73,Washington Heights,2,41.706657,-87.647476
5965,8,Near North Side,2,41.901013,-87.631176
2013,1,Rogers Park,1,42.002439,-87.657809
785,72,Beverly,1,41.705811,-87.68142
2625,73,Washington Heights,3,41.705999,-87.65381
3960,73,Washington Heights,3,41.706016,-87.656118
3962,73,Washington Heights,3,41.706016,-87.656118
6601,74,Mount Greenwood,1,41.705444,-87.701232
6600,74,Mount Greenwood,1,41.705247,-87.701424
4455,52,East Side,2,41.707339,-87.535124
5806,24,West Town,2,41.900781,-87.667262
1073,24,West Town,2,41.900437,-87.686778
1501,68,Englewood,3,41.759532,-87.64991
680,28,Near West Side,3,41.885427,-87.653479
6630,77,Edgewater,2,41.983811,-87.656762
6076,7,Lincoln Park,2,41.917957,-87.654893
2113,77,Edgewater,2,41.980153,-87.656664
717,24,West Town,2,41.90048,-87.686754
5810,24,West Town,1,41.90048,-87.686754
4868,77,Edgewater,1,41.98536,-87.656938
856,72,Beverly,2,41.704366,-87.681733
287,24,West Town,2,41.900579,-87.696748
3237,3,Uptown,2,41.968937,-87.656368
4261,52,East Side,1,41.705889,-87.535124
663,24,West Town,1,41.900244,-87.696955
4710,24,West Town,3,41.899824,-87.699444
4275,52,East Side,1,41.705281,-87.535124
4505,24,West Town,1,41.900547,-87.689583
6998,32,Loop,1,41.880608,-87.625951
6999,32,Loop,1,41.880608,-87.625951
5448,32,Loop,1,41.879278,-87.630966
4159,3,Uptown,2,41.965532,-87.656456
4255,52,East Side,1,41.704373,-87.53544
6142,49,Roseland,1,41.703134,-87.62085
1527,44,Chatham,1,41.743916,-87.598786
4142,72,Beverly,1,41.702377,-87.681306
4188,77,Edgewater,1,41.983807,-87.657025
4254,52,East Side,1,41.70405,-87.535082
4259,52,East Side,1,41.703904,-87.535443
4445,50,Pullman,2,41.702472,-87.606477
7421,51,South Deering,1,41.703509,-87.559797
3544,73,Washington Heights,3,41.702456,-87.647709
4772,73,Washington Heights,2,41.702456,-87.647709
2639,52,East Side,1,41.703758,-87.535444
4260,52,East Side,1,41.703728,-87.535083
3771,28,Near West Side,2,41.866868,-87.653065
4262,52,East Side,1,41.703581,-87.535084
2101,52,East Side,1,41.703542,-87.536634
4131,72,Beverly,2,41.701719,-87.68128
4270,52,East Side,1,41.703524,-87.535445
4833,7,Lincoln Park,2,41.921806,-87.655167
4502,28,Near West Side,1,41.87193,-87.653404
3844,1,Rogers Park,2,41.99839,-87.657676
739,24,West Town,2,41.900624,-87.674547
4841,24,West Town,1,41.900624,-87.674547
15,39,Kenwood,2,41.809728,-87.600232
1995,6,Lake View,1,41.947232,-87.656416
4264,52,East Side,1,41.702395,-87.535447
4130,72,Beverly,1,41.700576,-87.681294
4258,52,East Side,1,41.702045,-87.535085
4773,77,Edgewater,2,41.978315,-87.657054
6295,49,Roseland,1,41.700888,-87.621037
6299,49,Roseland,1,41.692488,-87.620678
7086,49,Roseland,1,41.692488,-87.620678
1319,49,Roseland,1,41.691502,-87.626123
6283,49,Roseland,1,41.699711,-87.627957
4129,75,Morgan Park,1,41.698728,-87.681558
4143,75,Morgan Park,1,41.698728,-87.681558
3791,74,Mount Greenwood,2,41.699355,-87.702469
6103,75,Morgan Park,1,41.698022,-87.681175
4446,51,South Deering,2,41.700168,-87.562148
4451,51,South Deering,2,41.700168,-87.562148
5318,51,South Deering,2,41.700168,-87.562148
6979,49,Roseland,1,41.698856,-87.621065
3767,28,Near West Side,1,41.867252,-87.653925
3927,28,Near West Side,1,41.869609,-87.653733
4114,75,Morgan Park,1,41.697187,-87.681414
4128,75,Morgan Park,3,41.697187,-87.681414
4566,75,Morgan Park,2,41.697187,-87.681414
6297,49,Roseland,1,41.697793,-87.62103
4453,52,East Side,3,41.69875,-87.533011
4459,49,Roseland,2,41.697001,-87.639901
3983,32,Loop,1,41.882291,-87.62599
5436,32,Loop,2,41.881622,-87.632148
817,33,Near South Side,1,41.851248,-87.623476
4399,28,Near West Side,2,41.883627,-87.669535
505,28,Near West Side,2,41.88346,-87.649872
4018,32,Loop,1,41.883554,-87.637228
4026,32,Loop,1,41.880421,-87.63715
2145,6,Lake View,2,41.939921,-87.656606
4592,3,Uptown,1,41.967365,-87.657661
4786,77,Edgewater,3,41.990127,-87.658359
4043,28,Near West Side,1,41.883141,-87.65452
4051,6,Lake View,1,41.949048,-87.656795
7091,49,Roseland,1,41.694364,-87.620715
6892,28,Near West Side,5,41.868482,-87.639083
3411,32,Loop,1,41.869222,-87.624033
6559,28,Near West Side,1,41.885402,-87.654616
4509,28,Near West Side,1,41.869379,-87.654351
3085,74,Mount Greenwood,2,41.693027,-87.701054
212,74,Mount Greenwood,2,41.692883,-87.701048
5484,24,West Town,1,41.901649,-87.667333
1992,6,Lake View,1,41.947038,-87.657425
776,32,Loop,3,41.869004,-87.626027
5270,32,Loop,2,41.869004,-87.626027
7426,74,Mount Greenwood,1,41.692123,-87.700774
2928,75,Morgan Park,1,41.692738,-87.670569
2929,75,Morgan Park,2,41.692738,-87.670569
3255,3,Uptown,1,41.968923,-87.657827
7365,75,Morgan Park,1,41.693201,-87.642652
3413,49,Roseland,1,41.693276,-87.621186
3000,75,Morgan Park,2,41.692458,-87.674035
1173,8,Near North Side,1,41.897369,-87.625414
1032,32,Loop,1,41.88805,-87.624217
4984,28,Near West Side,1,41.883536,-87.639589
5284,28,Near West Side,1,41.883512,-87.642524
6478,32,Loop,2,41.883563,-87.626041
6203,28,Near West Side,1,41.880337,-87.647151
4352,32,Loop,2,41.878022,-87.631087
4692,32,Loop,2,41.878022,-87.631087
5282,32,Loop,2,41.878022,-87.631087
5437,32,Loop,1,41.88309,-87.631314
5452,32,Loop,0,41.88309,-87.631314
7209,60,Bridgeport,1,41.830787,-87.653817
4820,7,Lincoln Park,2,41.928163,-87.656587
2493,50,Pullman,1,41.692645,-87.609758
2927,75,Morgan Park,1,41.691507,-87.670808
4106,75,Morgan Park,1,41.691665,-87.681022
3459,49,Roseland,1,41.692403,-87.621205
5316,75,Morgan Park,2,41.69163,-87.671782
861,8,Near North Side,1,41.902446,-87.634294
7236,29,North Lawndale,1,41.867831,-87.710387
3406,32,Loop,1,41.868888,-87.62404
1991,6,Lake View,1,41.947036,-87.657547
6184,6,Lake View,2,41.947036,-87.657547
4324,3,Uptown,2,41.965248,-87.65793
3397,49,Roseland,1,41.692158,-87.621199
5858,24,West Town,1,41.901383,-87.697023
7351,75,Morgan Park,1,41.691609,-87.64211
7088,49,Roseland,1,41.692133,-87.620838
4054,7,Lincoln Park,3,41.921521,-87.656396
3884,50,Pullman,1,41.69173,-87.608513
3399,49,Roseland,1,41.692044,-87.620836
4803,6,Lake View,1,41.93996,-87.657066
7350,75,Morgan Park,1,41.691544,-87.642598
4127,75,Morgan Park,1,41.690621,-87.681155
3885,50,Pullman,1,41.691488,-87.608561
2948,49,Roseland,2,41.691346,-87.6421
2282,25,Austin,3,41.866414,-87.764112
3258,3,Uptown,2,41.968919,-87.658265
2027,3,Uptown,1,41.973377,-87.658147
3930,77,Edgewater,2,41.990117,-87.658669
5161,39,Kenwood,4,41.811326,-87.598645
2252,77,Edgewater,2,41.983518,-87.658475
5941,31,Lower West Side,2,41.855086,-87.653898
2913,77,Edgewater,2,41.994383,-87.658816
3424,32,Loop,1,41.880662,-87.624619
4374,32,Loop,3,41.880662,-87.624619
6773,8,Near North Side,2,41.890953,-87.631677
5043,24,West Town,2,41.901964,-87.667656
1325,75,Morgan Park,2,41.689556,-87.650119
1332,53,West Pullman,2,41.672371,-87.649842
3925,28,Near West Side,1,41.869587,-87.654982
3897,49,Roseland,1,41.690666,-87.622923
6966,49,Roseland,1,41.690531,-87.621196
7182,24,West Town,1,41.902081,-87.667296
2460,32,Loop,1,41.87262,-87.620406
3210,33,Near South Side,1,41.868654,-87.617398
3890,32,Loop,4,41.868759,-87.627208
2167,77,Edgewater,1,41.978025,-87.658345
3448,49,Roseland,4,41.690441,-87.620827
6432,39,Kenwood,1,41.809753,-87.59854
7025,68,Englewood,1,41.77977,-87.652943
4033,49,Roseland,3,41.690092,-87.637636
3452,49,Roseland,1,41.690099,-87.621192
6300,49,Roseland,1,41.690051,-87.621184
3896,49,Roseland,1,41.690036,-87.622857
4838,24,West Town,2,41.901746,-87.696665
5850,24,West Town,1,41.901746,-87.696665
2935,49,Roseland,1,41.689638,-87.642034
1579,75,Morgan Park,2,41.687054,-87.655762
5185,75,Morgan Park,2,41.687054,-87.655762
3213,50,Pullman,1,41.690014,-87.605743
3429,49,Roseland,1,41.689517,-87.621185
1114,39,Kenwood,1,41.809754,-87.598464
2168,77,Edgewater,1,41.978023,-87.658448
2169,77,Edgewater,1,41.978023,-87.658448
2907,24,West Town,1,41.890955,-87.655565
3926,28,Near West Side,1,41.869326,-87.655432
3688,23,Humboldt Park,2,41.901438,-87.726428
5283,32,Loop,1,41.86847,-87.624161
5256,24,West Town,3,41.896388,-87.656249
129,28,Near West Side,1,41.869578,-87.655477
4389,75,Morgan Park,1,41.68851,-87.642512
3405,49,Roseland,1,41.688872,-87.620879
5478,24,West Town,1,41.902177,-87.667577
7338,29,North Lawndale,1,41.867171,-87.710681
124,24,West Town,2,41.891204,-87.655995
748,75,Morgan Park,1,41.688218,-87.6425
5183,75,Morgan Park,2,41.687596,-87.681204
4183,31,Lower West Side,1,41.857437,-87.653805
4040,28,Near West Side,3,41.883124,-87.655743
4047,28,Near West Side,2,41.883124,-87.655743
6291,49,Roseland,1,41.687767,-87.621138
7366,75,Morgan Park,1,41.687782,-87.642484
6951,6,Lake View,1,41.939938,-87.658015
309,32,Loop,1,41.883641,-87.626403
6633,28,Near West Side,1,41.880046,-87.657283
4673,8,Near North Side,1,41.890952,-87.631744
4515,28,Near West Side,1,41.877967,-87.655631
5313,49,Roseland,2,41.686671,-87.633548
4432,49,Roseland,3,41.686642,-87.633547
2934,49,Roseland,1,41.686405,-87.641945
7367,49,Roseland,1,41.686405,-87.641945
5871,24,West Town,1,41.902227,-87.696676
324,28,Near West Side,2,41.886822,-87.655991
2933,75,Morgan Park,2,41.686021,-87.642425
4151,3,Uptown,5,41.965256,-87.659017
4627,3,Uptown,4,41.965256,-87.659017
4118,24,West Town,3,41.902305,-87.686813
4343,24,West Town,2,41.902305,-87.686813
2903,24,West Town,2,41.89094,-87.656244
5357,24,West Town,2,41.892046,-87.656321
4364,24,West Town,2,41.902611,-87.673739
6234,28,Near West Side,1,41.883476,-87.653044
3691,26,West Garfield Park,2,41.879312,-87.725428
1305,49,Roseland,1,41.696967,-87.626143
1392,39,Kenwood,1,41.814697,-87.598006
4518,24,West Town,2,41.902555,-87.677423
1503,71,Auburn Gresham,1,41.752451,-87.652969
3391,53,West Pullman,1,41.685177,-87.620951
3208,33,Near South Side,1,41.868471,-87.617563
947,32,Loop,1,41.868317,-87.627198
1177,7,Lincoln Park,1,41.921509,-87.6575
806,24,West Town,1,41.902551,-87.665485
4431,53,West Pullman,4,41.684247,-87.655311
3430,53,West Pullman,2,41.684261,-87.620872
3641,53,West Pullman,1,41.68359,-87.645068
3206,33,Near South Side,3,41.868447,-87.617585
1437,41,Hyde Park,2,41.793383,-87.597777
3332,1,Rogers Park,2,42.009069,-87.661341
3672,1,Rogers Park,1,42.00568,-87.660129
4149,28,Near West Side,2,41.883247,-87.657827
6168,32,Loop,2,41.880621,-87.624573
5338,8,Near North Side,2,41.903268,-87.631886
6149,8,Near North Side,2,41.903041,-87.643355
4110,75,Morgan Park,1,41.6824,-87.681048
4126,75,Morgan Park,1,41.6824,-87.681048
4974,31,Lower West Side,1,41.857163,-87.654219
1216,24,West Town,1,41.902893,-87.66602
6067,7,Lincoln Park,1,41.918251,-87.657551
3545,53,West Pullman,2,41.681026,-87.647048
1010,41,Hyde Park,1,41.795171,-87.59735
2103,55,Hegewisch,1,41.681136,-87.54029
2448,28,Near West Side,1,41.883692,-87.641388
2269,53,West Pullman,1,41.67973,-87.613989
7092,53,West Pullman,1,41.679477,-87.620366
4095,75,Morgan Park,1,41.678349,-87.680919
4125,75,Morgan Park,1,41.678349,-87.680919
6211,28,Near West Side,2,41.883651,-87.649521
2293,27,East Garfield Park,1,41.879221,-87.715646
4433,53,West Pullman,3,41.67711,-87.635677
3659,25,Austin,3,41.880655,-87.763381
3435,32,Loop,1,41.881866,-87.624658
6140,32,Loop,1,41.881866,-87.624658
3224,32,Loop,2,41.883745,-87.632488
4428,32,Loop,3,41.883745,-87.632488
3895,32,Loop,5,41.883771,-87.628073
5446,32,Loop,2,41.880298,-87.632474
3756,28,Near West Side,1,41.880254,-87.63889
7093,49,Roseland,1,41.692666,-87.626385
1445,42,Woodlawn,2,41.780621,-87.596033
1464,42,Woodlawn,1,41.780621,-87.596033
6118,24,West Town,2,41.90344,-87.667608
5411,8,Near North Side,1,41.904118,-87.631654
4671,8,Near North Side,1,41.904138,-87.630175
3494,24,West Town,2,41.903371,-87.666624
4112,24,West Town,3,41.90306,-87.687068
6201,28,Near West Side,2,41.867186,-87.639304
3202,33,Near South Side,4,41.86517,-87.615542
3205,33,Near South Side,3,41.86517,-87.615542
4251,33,Near South Side,3,41.86517,-87.615542
5290,33,Near South Side,16,41.86517,-87.615542
2606,24,West Town,1,41.903549,-87.658485
5394,77,Edgewater,1,41.9947,-87.660571
3670,1,Rogers Park,1,42.00567,-87.661205
4660,8,Near North Side,1,41.904144,-87.629814
1220,24,West Town,1,41.903459,-87.666514
4078,8,Near North Side,1,41.903971,-87.634309
4981,28,Near West Side,1,41.866553,-87.685969
1341,31,Lower West Side,1,41.857856,-87.65656
1564,73,Washington Heights,2,41.720172,-87.65316
1571,73,Washington Heights,2,41.720172,-87.65316
2273,77,Edgewater,1,41.981681,-87.660167
3667,1,Rogers Park,1,42.005401,-87.661198
3923,28,Near West Side,0,41.869314,-87.656897
6503,28,Near West Side,1,41.88286,-87.657211
3497,24,West Town,3,41.903518,-87.666531
5851,24,West Town,1,41.903125,-87.696701
4839,24,West Town,1,41.891191,-87.65791
4427,32,Loop,6,41.883913,-87.632314
5443,32,Loop,2,41.883913,-87.632314
6080,32,Loop,14,41.883913,-87.632314
4023,32,Loop,1,41.886589,-87.63164
5222,77,Edgewater,2,41.978311,-87.660361
2631,77,Edgewater,1,41.990995,-87.660753
2643,1,Rogers Park,2,42.006879,-87.66174
4417,8,Near North Side,1,41.904063,-87.632733
4694,8,Near North Side,1,41.904063,-87.632733
4409,33,Near South Side,2,41.866797,-87.628676
2140,6,Lake View,1,41.939918,-87.659587
2900,6,Lake View,2,41.951084,-87.659637
4911,28,Near West Side,1,41.885359,-87.657262
392,6,Lake View,2,41.947268,-87.659857
2143,6,Lake View,3,41.939916,-87.659792
5880,8,Near North Side,1,41.90442,-87.6343
4756,61,New City,1,41.80859,-87.6561
3387,33,Near South Side,5,41.867041,-87.624318
5942,24,West Town,1,41.89092,-87.658337
5041,24,West Town,2,41.904007,-87.667711
6334,33,Near South Side,1,41.86693,-87.625995
3953,28,Near West Side,1,41.87663,-87.657758
2132,6,Lake View,3,41.939649,-87.659566
1094,41,Hyde Park,1,41.799598,-87.59612
2012,3,Uptown,2,41.971585,-87.660161
6057,3,Uptown,1,41.971585,-87.660161
871,32,Loop,1,41.883944,-87.636685
4025,32,Loop,1,41.883944,-87.636685
4022,32,Loop,1,41.880319,-87.636524
3681,29,North Lawndale,1,41.86551,-87.724954
4418,8,Near North Side,2,41.904576,-87.63311
1307,75,Morgan Park,1,41.694835,-87.653041
4435,53,West Pullman,6,41.66988,-87.634246
4933,23,Humboldt Park,3,41.903415,-87.717946
5286,28,Near West Side,2,41.883912,-87.657892
1419,41,Hyde Park,1,41.799597,-87.595992
1547,73,Washington Heights,2,41.728718,-87.654584
1348,31,Lower West Side,1,41.855973,-87.657847
4210,67,West Englewood,3,41.788541,-87.65621
736,6,Lake View,1,41.947257,-87.660606
462,8,Near North Side,2,41.904644,-87.641004
4725,28,Near West Side,5,41.865818,-87.661325
1550,73,Washington Heights,2,41.72689,-87.654093
4569,67,West Englewood,1,41.779594,-87.655772
40,32,Loop,1,41.880302,-87.636523
4030,32,Loop,1,41.880302,-87.636523
5876,8,Near North Side,1,41.905207,-87.634697
3211,33,Near South Side,4,41.863263,-87.618575
5250,41,Hyde Park,2,41.799593,-87.595736
214,8,Near North Side,2,41.905227,-87.634697
7048,75,Morgan Park,1,41.692084,-87.653444
3486,24,West Town,1,41.904533,-87.668597
5047,6,Lake View,1,41.939811,-87.661135
343,77,Edgewater,2,41.998023,-87.662332
6384,8,Near North Side,1,41.898509,-87.624677
4436,53,West Pullman,3,41.66482,-87.638876
3326,1,Rogers Park,1,42.001313,-87.662222
5502,24,West Town,1,41.904639,-87.668758
1063,8,Near North Side,1,41.905237,-87.641797
7110,24,West Town,1,41.904983,-87.668733
1036,8,Near North Side,1,41.893373,-87.624158
561,32,Loop,1,41.884601,-87.623654
213,28,Near West Side,1,41.880119,-87.642769
4028,32,Loop,1,41.880239,-87.637142
5249,39,Kenwood,2,41.808808,-87.592871
6104,39,Kenwood,1,41.808808,-87.592871
6110,39,Kenwood,1,41.808808,-87.592871
646,24,West Town,2,41.905272,-87.66957
2150,6,Lake View,2,41.93989,-87.66162
5023,28,Near West Side,1,41.877852,-87.659617
6562,1,Rogers Park,2,42.001551,-87.663739
2271,55,Hegewisch,5,41.65899,-87.549728
2272,55,Hegewisch,5,41.65899,-87.549728
2622,54,Riverdale,1,41.659014,-87.610723
2991,55,Hegewisch,1,41.658962,-87.548528
1418,41,Hyde Park,1,41.799397,-87.594936
6012,24,West Town,1,41.904988,-87.686914
666,33,Near South Side,1,41.865599,-87.623926
922,28,Near West Side,1,41.88149,-87.659763
1234,24,West Town,1,41.9054,-87.667375
5281,33,Near South Side,2,41.865515,-87.624287
4760,42,Woodlawn,2,41.785918,-87.594358
5859,24,West Town,1,41.905,-87.696765
574,33,Near South Side,1,41.865489,-87.625591
1554,73,Washington Heights,1,41.721109,-87.655776
5191,73,Washington Heights,2,41.721109,-87.655776
6321,28,Near West Side,1,41.883932,-87.648383
6997,32,Loop,1,41.880345,-87.625941
1446,42,Woodlawn,2,41.780667,-87.594212
3495,24,West Town,2,41.905356,-87.669858
4943,28,Near West Side,3,41.864699,-87.666543
2612,54,Riverdale,3,41.657627,-87.591959
2613,54,Riverdale,2,41.657627,-87.591959
2989,55,Hegewisch,10,41.656961,-87.548521
774,33,Near South Side,4,41.865434,-87.624286
6523,33,Near South Side,1,41.865402,-87.625949
4761,42,Woodlawn,1,41.785919,-87.594205
4371,24,West Town,3,41.905868,-87.685711
3786,29,North Lawndale,3,41.863873,-87.701902
3935,28,Near West Side,1,41.864777,-87.658634
3735,28,Near West Side,1,41.883945,-87.659294
4988,33,Near South Side,1,41.86538,-87.624285
2153,6,Lake View,2,41.9397,-87.661167
1408,38,Grand Boulevard,1,41.80209,-87.622105
4272,55,Hegewisch,1,41.655201,-87.546942
4948,28,Near West Side,1,41.864423,-87.668647
4923,53,West Pullman,1,41.681128,-87.655064
4253,7,Lincoln Park,2,41.932361,-87.661994
619,24,West Town,1,41.8909,-87.660183
6290,24,West Town,6,41.914016,-87.66183
724,33,Near South Side,1,41.865246,-87.625583
5967,28,Near West Side,2,41.883938,-87.659587
4178,7,Lincoln Park,2,41.928698,-87.66191
6301,55,Hegewisch,1,41.654445,-87.546081
5104,31,Lower West Side,1,41.856853,-87.659596
2517,24,West Town,2,41.905821,-87.677498
5100,31,Lower West Side,1,41.857121,-87.659643
1286,41,Hyde Park,3,41.791331,-87.593923
5339,3,Uptown,2,41.965181,-87.663385
6043,3,Uptown,1,41.965181,-87.663385
4588,39,Kenwood,2,41.804336,-87.59414
2337,24,West Town,2,41.89629,-87.660619
5142,24,West Town,3,41.89629,-87.660619
4257,55,Hegewisch,1,41.65349,-87.546088
2115,55,Hegewisch,2,41.653444,-87.547004
2086,24,West Town,1,41.905772,-87.667385
5221,28,Near West Side,2,41.878852,-87.660357
3520,28,Near West Side,1,41.880135,-87.660368
4975,31,Lower West Side,1,41.85712,-87.659721
4750,55,Hegewisch,1,41.653153,-87.547274
6107,55,Hegewisch,1,41.653153,-87.547004
844,41,Hyde Park,1,41.791332,-87.59382
6083,8,Near North Side,2,41.905985,-87.649807
3214,25,Austin,1,41.904715,-87.755636
5090,55,Hegewisch,1,41.653037,-87.547274
4754,55,Hegewisch,1,41.652949,-87.547274
4269,55,Hegewisch,1,41.652927,-87.546085
7052,71,Auburn Gresham,1,41.736008,-87.657188
6268,7,Lincoln Park,1,41.928715,-87.662375
2070,24,West Town,1,41.905846,-87.667749
4083,8,Near North Side,2,41.906867,-87.634403
5879,8,Near North Side,1,41.906867,-87.634403
5911,8,Near North Side,1,41.906867,-87.634403
2147,6,Lake View,2,41.939878,-87.662344
2148,6,Lake View,2,41.939878,-87.662344
2154,6,Lake View,1,41.939878,-87.662344
3928,28,Near West Side,1,41.869237,-87.660528
6410,32,Loop,1,41.884129,-87.632589
812,32,Loop,2,41.880297,-87.626301
7094,49,Roseland,1,41.692663,-87.62662
